payer_name,beneficiary_name,date,purpose,amount_orig_currency,amount_orig,amount_usd,amount_eur,investigation
POLUX MANAGEMENT LP,HAZAR INSAAT DIS TIC LTD STI,2013-08-28,1308285026044788 PAYMENT TO THE CONTRACT N 003 DD 04 .05 .2013 FOR CONSTRUCTION MATERIALS .,USD,-25000,25000,18911.05,az
POLUX MANAGEMENT LP,SORHEA,2013-08-28,1308285035639340 PAYMENT TO THE CONTRACT N 2102 DD.0 9.0 8.2013 FOR EQUIPMENT.,EUR,-21493,28414,21493,az
POLUX MANAGEMENT LP,CITYPORT CONTRACTS L.P.,2013-08-28,1308285072349852 PAYMENT TO THE CONTRACT N 111 DD.11.06. 2013,USD,-20000,20000,15128.84,az
HILUX SERVICES LP,POLUX MANAGEMENT LLP,2013-08-28,1308285073370020 PAYMENT TO THE CONTRACT N 12 DD 03.06.2 013 FOR EQUIPMENT.,USD,-20000,20000,15128.84,az
POLUX MANAGEMENT LP,AUTO CENTER BUGDACI GMBH,2013-08-28,1308285033445036 PAYMENT TO THE INVOICE N 3 DD.22.08.201 3 FOR AUTOMOBILE.,EUR,-18500,24457,18500,az
METASTAR INVEST LLP,ZIFAM PINNACLE PTY LTD,2013-08-28,1308285026120596 INVOICE NO 01/11 NA-ZF DD 25.04.11,USD,-16862,16862,12755.13,az
METASTAR INVEST LLP,JC LOGISTICS SERVICE LTD,2013-08-28,1308285027929644 INVOICE NO 39485934,USD,-15743,15743,11908.67,az
POLUX MANAGEMENT LP,LORETO SPECIALTY FOODS S.L.,2013-08-28,1308285037833644 PAYMENT TO THE INVOICE N 025719 DD. 03. 08.2013 FOR FOODS.,EUR,-15525,20524,15525,az
METASTAR INVEST LLP,S+H BAUBETREUUNGS GMBH,2013-08-28,1308285034887444 FINANZIERUNGSKONDITIONEN FUR EINEN MERC EDES-BENZ S350 GEBRAUCHTWAGEN DD 20.08.13,EUR,-15000,19830,15000,az
POLUX MANAGEMENT LP,ARTUEM DAVIDOV,2013-08-28,1308285034544156 PAYMENT TO THE INVOICE N 227 DD.23.08.2 013 FOR SERVICE.,EUR,-14780,19539,14780,az
HILUX SERVICES LP,POLUX MANAGEMENT LLP,2013-08-28,PAYMENT TO THE CONTRACT N 12 DD 03.06.2013 FOR EQUIPMENT .,EUR,-14780,19539,14780,az
METASTAR INVEST LLP,MOBEL KIMYA SANAYI VE TICARET LTD.,2013-08-28,1308285024010020 INVOICE 00254/0021/001 DD 08.06.201 3 F OR PAINTS,USD,-11174,11174,8452.48,az
METASTAR INVEST LLP,ALIMIRZOYEV ADIL,2013-08-28,1308285027422628 INVOICE NO 40897534,USD,-10585,10585,8006.94,az
METASTAR INVEST LLP,PAN UNITED DEVELOPMENT,2013-08-28,1308285026652788 INVOICE NO 934856349,USD,-9874,9874,7469.11,az
METASTAR INVEST LLP,SHOP + SHIP GLOBAL SERVICES,2013-08-28,1308285022069876 INVOICE 11214,USD,-9618,9618,7275.46,az
METASTAR INVEST LLP,Wolf GmbH,2013-08-28,1308285038029580 p-i 9940076886-6973-7004 DATE 16-26-28. 08.2013,EUR,-7663.65,10132,7663.65,az
METASTAR INVEST LLP,ZENIT,2013-08-28,1308285025091508 CONTRACT N 113/58/2013 DD 22.08.13 SPEF .1 DD 27.08.13,USD,-6800,6800,5143.81,az
HILUX SERVICES LP,IRADA RAMADANOVA,2013-08-28,1308285037758628 PAYMENT TO THE INVOICE N 8 DD.22.08 .20 13 FOR SERVICE.,EUR,-5000,6610,5000,az
METASTAR INVEST LLP,MIROTEL R+S,2013-08-28,1308285027792724 SHET FAKTURA NO 1657904 DD 13.08.13,USD,-3780,3780,2859.35,az
METASTAR INVEST LLP,GREENOUGH TRADE LLP,2013-08-28,1308285077442564 INVOICE No 94865/52 DD 15.05.13,USD,-2000,2000,1512.88,az
METASTAR INVEST LLP,"XIAMEN FIT IMPORT AND EXPORT CO.,",2013-08-28,1308285025735340 INVOICE NO 9342875,USD,-1000,1000,756.44,az
METASTAR INVEST LLP,SABA CARS Germany GmbH,2013-08-28,1308285033541036 MB Kindersitz,EUR,-220,291,220,az
LOTA SALES LLP,METASTAR INVEST LLP,2013-08-28,1308285073248788 DOGOVOR ZAYMA,USD,4000,4000,3025.77,az
HILUX SERVICES LP,POLUX MANAGEMENT LP,2013-08-28,PAYMENT TO THE CONTRACT N 12 DD 03.06.2013 FOR EQUIPMENT .,EUR,14780,19539,14780,az
HILUX SERVICES LP,POLUX MANAGEMENT LP,2013-08-28,1308285073370020 PAYMENT TO THE CONTRACT N 12 DD 03.06.2 013 FOR EQUIPMENT.,USD,20000,20000,15128.84,az
POLUX MANAGEMENT LP,HILUX SERVICES LP,2013-08-28,1308285071461876 PAYMENT TO THE CONTRACT N 005 DD 05.06. 2013 FOR EQUIPMENT.,USD,40000,40000,30257.68,az
LOTA SALES LLP,METASTAR INVEST LLP,2013-08-28,1308285075950576 DOGOVOR ZAYMA,USD,60000,60000,45386.52,az
EVERMAIR PROJECTS LP,METASTAR INVEST LLP,2013-08-28,1308285070924440 PAYMENT FOR ELECTRO DEVICE BY CNTR 76 D D 01.03.2013,USD,65046,65046,49203.53,az
SCHLUETER + MAACK,METASTAR INVEST LLP,2013-08-28,"1308285103486112 INV.NO. 85 13 DD. AUG. 25,013 PAYMENT O N BEHALF OF BAK FEM  /FEE/USD22,5",USD,101177.5,101178,76534.91,az
NAI NORTH AMERICAN INDUSTRIAL S.A.,METASTAR INVEST LLP,2013-08-28,"1308285070945580 INV 75/021 DD 23.08.2013, FOR EQUIPMENT",USD,120380.42,120381,91060.81,az
LOTA SALES LLP,METASTAR INVEST LLP,2013-08-28,1308285077769588 DOGOVOR ZAYMA,USD,120465,120465,91124.79,az
BAKTELEKOM MMC,HILUX SERVICES LP,2013-08-28,"1308285106500556 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA  /FEE/USD53,5",USD,473346.5,473347,358059.17,az
MOLONEY TRADE LLP,METASTAR INVEST LLP,2013-08-28,1308285076476476 INVOICE DD 26.07.2013,USD,1007000,1007000,761737.09,az
BAKTELEKOM MMC,POLUX MANAGEMENT LP,2013-08-28,"1308285105091300 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA  /FEE/USD58,5",USD,2525541.5,2525542,1910425.66,az
POLUX MANAGEMENT LP,MOLONEY TRADE LLP,2013-08-29,1308295076706550 PAYMENT TO THE CONTRACT N 003 DD.30.05. 2013 FOR EQUIPMENT.,USD,-1500000,1500000,1134663,az
HILUX SERVICES LP,LUXBORG L.P.,2013-08-29,1308295075061594 PAYMENT TO THE CONTRACT N 991 DD.11.06. 2013,USD,-5e+05,500000,378221,az
METASTAR INVEST LLP,AME HOLDING S.R.O,2013-08-29,1308295025388414 INVOICE 0186-22 DD 27.02.2013 FOR C ONS TRUCTION EQUIPMENT,USD,-499000,499000,377464.56,az
METASTAR INVEST LLP,METASTAR INVEST LLP,2013-08-29,1308295036744586 REPLENISHMENT OF OWN ACCOUNT,USD,-360000,360000,272319.12,az
METASTAR INVEST LLP,KG COMMERCE LLP,2013-08-29,invoice 0103/2 dd 05.07.2013,EUR,-3e+05,396594,3e+05,az
POLUX MANAGEMENT LP,UPFIELD EXPRESS INC,2013-08-29,1308295036703510 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,EUR,-3e+05,396594,3e+05,az
HILUX SERVICES LP,HEWLETT-PACKARD EUROPE BV,2013-08-29,1308295022672986 PAYMENT TO THE CONTRACT N 4302 DD.0 5.0 6.2013 FOR EQUIPMENT.,USD,-299720,299720,226720.8,az
METASTAR INVEST LLP,BSMAX LLP,2013-08-29,1308295077224638 INVOICE 01-5 DD 09.05.13,USD,-250000,250000,189110.5,az
METASTAR INVEST LLP,KG COMMERCE LLP,2013-08-29,1308295072128986 invoice 0103/3 dd 15.07.2013,USD,-200600,200600,151742.27,az
HILUX SERVICES LP,DATEMILE ALLIANCE LLP,2013-08-29,1308295072472858 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013 FOR EQUIPMENT.,USD,-2e+05,200000,151288.4,az
POLUX MANAGEMENT LP,GIMTEKS MAKINA SANAYI VE TICARET AS,2013-08-29,1308295025364442 PAYMENT TO THE INVOICE N 04-2013 DD .15 .07.2013 FOR EQUIPMENT.,EUR,-184000,243245,184000,az
HILUX SERVICES LP,TAMSA FAYANS SERAMIK URETIM DAG.SAN,2013-08-29,1308295020278554 PAYMENT TO THE CONTRACT N 02 DD 27. 05. 2013 FOR CERAMIC TILE.,USD,-180000,180000,136159.56,az
METASTAR INVEST LLP,KG COMMERCE LLP,2013-08-29,invoice 0103/3 dd 15.07.2013,EUR,-150000,198297,150000,az
METASTAR INVEST LLP,KG COMMERCE LLP,2013-08-29,invoice 0103/3 dd 15.07.2013,EUR,-150000,198297,150000,az
POLUX MANAGEMENT LP,DATEMILE ALLIANCE LLP,2013-08-29,1308295070023446 PAYMENT TO THE CONTRACT N 10 DD.09.08.2 013,USD,-150000,150000,113466.3,az
METASTAR INVEST LLP,DOHLER GMBH,2013-08-29,1308295021603614 INVOICE 1335389 DD 18.01.2013,USD,-138927.44,138928,105090.55,az
HILUX SERVICES LP,ALDORA HALI IC VE DIS TIC. LTD.STI.,2013-08-29,1308295020478682 PAYMENT TO THE CONTRACT N 3928 DD.0 5.0 8.2013 FOR EQUIPMENT.,USD,-1e+05,100000,75644.2,az
POLUX MANAGEMENT LP,PAKPEN DIS TICARET A.S.,2013-08-29,1308295023072986 PAYMENT TO THE CONTRACT N 3 DD.01.0 7.2 013 FOR PLASTIC GOODS.,USD,-1e+05,100000,75644.2,az
POLUX MANAGEMENT LP,HILUX SERVICES LP,2013-08-29,1308295074923526 PAYMENT TO THE CONTRACT N 005 DD 05.06. 2013 FOR EQUIPMENT.,USD,-92000,92000,69592.66,az
POLUX MANAGEMENT LP,RIVERLANE LLP,2013-08-29,1308295073135046 PAYMENT TO THE CONTRACT N 001 DD 06.06. 2013 FOR CONSTRUCTION MATERIALS.,USD,-82500,82500,62406.47,az
METASTAR INVEST LLP,BAKU HAZELNUT PRODUCTION LLC,2013-08-29,1308295028286718 CONTRACT 126 20.09.2012 FROM FRUTOL AYN,USD,-80000,80000,60515.36,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2013-08-29,1308295072847046 invoice 12/31/202/02 dd 29.05.2013,USD,-70000,70000,52950.94,az
METASTAR INVEST LLP,BENTCARD IMPORT LLP,2013-08-29,1308295070588430 INVOICE 160-5 DD 02.06.2013,USD,-50000,50000,37822.1,az
METASTAR INVEST LLP,WELL LEAP COMPANY LTD,2013-08-29,1308295026092414 INVOICE DIZ041 DD 6/27TH/2013 FOR G OOD S,USD,-41444.65,41445,31350.47,az
METASTAR INVEST LLP,BOYSAN BOYA SAN.VE TIC.A.S.,2013-08-29,1308295027926590 INVOICE 031000-115 DD 15.06.2013 FO R P AINTS,USD,-32965,32965,24936.11,az
METASTAR INVEST LLP,SHISHPAL SINGH,2013-08-29,1308295020207730 INVOICE 784512 DD 20.08.2013,USD,-30000,30000,22693.26,az
METASTAR INVEST LLP,S+H BAUBETREUUNGS GMBH,2013-08-29,1308295030669322 FINANZIERUNGSKONDITIONEN FUR EINEN MERC EDES-BENZ S350 GEBRAUCHTWAGEN DD 20.08.13 RESUL.O.,EUR,-28000,37016,28000,az
METASTAR INVEST LLP,S+H BAUBETREUUNGS GMBH,2013-08-29,"1308295035255274 INVOICE N 13020 DD 22.07.2013 MERCEDES- BENZ E200 CGI,SCHWARZ,FZG IDENT N WDD2120481A712070 LEYL A .O.",EUR,-27900,36884,27900,az
POLUX MANAGEMENT LP,PEKPAN INS.TAAH.TUR.SAN.VE TIC.LTD,2013-08-29,1308295022562826 PAYMENT TO THE INVOICE N 7393 DD.23 .08 .3013 FOR CONSTRUCTION MATERIALS .,USD,-25000,25000,18911.05,az
POLUX MANAGEMENT LP,CITYPORT CONTRACTS L.P.,2013-08-29,1308295073170138 PAYMENT TO THE CONTRACT N 111 DD.11.06. 2013,USD,-24000,24000,18154.61,az
POLUX MANAGEMENT LP,GEMA ELEKTRO PLASTIK VE ELEKTRONIK,2013-08-29,1308295020778746 PAYMENT TO THE INVOICE N GEP1308-03 5 D D.27.08.2013 FOR CONSTRUCTION MA TERIALS.,USD,-17793.75,17794,13459.94,az
POLUX MANAGEMENT LP,KOHLER PHARMA GMBH,2013-08-29,1308295036198438 PAYMENT TO THE INVOICE DD.24.06.2013 FO R CHEMICAL GOODS.,EUR,-15066.46,19918,15066.46,az
HILUX SERVICES LP,POLUX MANAGEMENT LLP,2013-08-29,PAYMENT TO THE CONTRACT N 12 DD 03.06.2013 FOR EQUIPMENT .,EUR,-14400,19037,14400,az
METASTAR INVEST LLP,SISCON MEDICAL GMBH,2013-08-29,1308295026844418 INVOICE 90341 DD 08/03/2013,CHF,-10000,10711,8101.87,az
METASTAR INVEST LLP,MAKSGRUP PLASTIK SAGLIK,2013-08-29,1308295023562110 INVOICE 121 DD 12.04.2013,USD,-10000,10000,7564.42,az
METASTAR INVEST LLP,SAHIBTAJ ZEYNALLI,2013-08-29,1308295026439638 INVOICE 66652 DD 13.06.2013,USD,-10000,10000,7564.42,az
HILUX SERVICES LP,RIVERLANE LLP,2013-08-29,PAYMENT TO THE CONTRACT N 8 DD.14.06.2013,EUR,-8944,11824,8944,az
METASTAR INVEST LLP,JABS INTERNATIONAL PRIVATE LIMITED,2013-08-29,1308295027449578 INVOICE 012010 DD 26.06.2013,USD,-7000,7000,5295.09,az
METASTAR INVEST LLP,Miss Aruna Dackeviciene,2013-08-29,"1308295027280610 2,144.00 One bedroom 3,644.00 3 bedroom",GBP,-5788,8762,6627.85,az
HILUX SERVICES LP,HAZAR INSAAT DIS TIC LTD STI,2013-08-29,1308295024867290 PAYMENT TO THE CONTRACT N 0211 DD.0 5.0 6.2013 FOR CONSTRUCTION MATERIAL S.,USD,-4600,4600,3479.63,az
METASTAR INVEST LLP,PPH CERKAMED,2013-08-29,1308295028141570 INVOICE 885410 DD 3.08.13,USD,-3019.05,3020,2283.74,az
METASTAR INVEST LLP,3M EAST AG,2013-08-29,1308295031358786 INVOICE 334647 DD 26/08/13,EUR,-2942.91,3891,2942.91,az
METASTAR INVEST LLP,"INNOVATIVE MATERIAL AND DEVICES,INC",2013-08-29,1308295025941698 INVOICE 45642 DD 5.6.13,USD,-1900,1900,1437.24,az
EVERMAIR PROJECTS LP,METASTAR INVEST LLP,2013-08-29,1308295076783406 PAYMENT FOR ELECTRO DEVICE BY CNTR 76 D D 01.03.2013,USD,3551,3551,2686.13,az
HILUX SERVICES LP,POLUX MANAGEMENT LP,2013-08-29,PAYMENT TO THE CONTRACT N 12 DD 03.06.2013 FOR EQUIPMENT .,EUR,14400,19037,14400,az
MODEIT LTD,METASTAR INVEST LLP,2013-08-29,1308295101783862 SEE DESCRIPTION CONTRACT NO.01 /02-2013 DD 11.02.13 AND INVOICE NO.16/13,USD,32000,32000,24206.14,az
INFOCREST LLP,METASTAR INVEST LLP,2013-08-29,1308295076456586 INVOICE No 0321 DD 12.07.13,USD,56019,56019,42375.12,az
POLUX MANAGEMENT LP,HILUX SERVICES LP,2013-08-29,1308295074923526 PAYMENT TO THE CONTRACT N 005 DD 05.06. 2013 FOR EQUIPMENT.,USD,92000,92000,69592.66,az
INFOCREST LLP,METASTAR INVEST LLP,2013-08-29,1308295072552958 INVOICE No 0321 DD 12.07.13,USD,360000,360000,272319.12,az
LUXBORG L. P.,METASTAR INVEST LLP,2013-08-29,1308295070759602 INVOICE DD 02.04.2013,USD,4e+05,400000,302576.8,az
EURO TELECOM LTD,METASTAR INVEST LLP,2013-08-29,"1308285106664336 CONTRACT- CX/11, DATE - 01.11.2012.INVO ICE - 1242, FOR COMMUNICATIONEQUIPMENT",USD,5e+05,500000,378221,az
LUXBORG L. P.,METASTAR INVEST LLP,2013-08-29,1308295076222098 INVOICE DD 02.04.2013,USD,503500,503500,380868.55,az
LARKSTONE LIMITED,METASTAR INVEST LLP,2013-08-29,INVOICE 3113/8 DD 22.07.2013,EUR,623900,824783,623900,az
BAKTELEKOM MMC,HILUX SERVICES LP,2013-08-29,"1308295102712858 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ESTONIA  /FEE/USD58,5",USD,1203941.5,1203942,910711.92,az
BAKTELEKOM MMC,POLUX MANAGEMENT LP,2013-08-29,"1308295103810138 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCHTALLINN ESTONIA  /FEE/USD58,5",USD,2736941.5,2736942,2070337.5,az
POLUX MANAGEMENT LP,MOLONEY TRADE LLP,2013-08-30,1308305078007416 PAYMENT TO THE CONTRACT N 003 DD.30.05. 2013 FOR EQUIPMENT.,USD,-5e+05,500000,378221,az
METASTAR INVEST LLP,NEMA KIMYA AS,2013-08-30,1308305021436468 INVOICE 5013 DD 19.08.2013,USD,-417390,417390,315731.33,az
POLUX MANAGEMENT LP,RIVERLANE LLP,2013-08-30,1308305074927768 PAYMENT TO THE CONTRACT N 001 DD 06.06. 2013 FOR CONSTRUCTION MATERIALS.,USD,-244300,244300,184798.78,az
METASTAR INVEST LLP,MOLONEY TRADE LLP,2013-08-30,1308305071591484 for EQUIPMENT,USD,-220000,220000,166417.24,az
HILUX SERVICES LP,RIVERLANE LLP,2013-08-30,1308305076333348 PAYMENT TO THE CONTRACT N 8 DD.14.06.20 13,USD,-178200,178200,134797.96,az
POLUX MANAGEMENT LP,RIVERLANE LLP,2013-08-30,PAYMENT TO THE CONTRACT N 001 DD 06.06.2013 FOR CONSTRUC TION MATERIALS.,EUR,-143084,189154,143084,az
POLUX MANAGEMENT LP,"FIRAT PLASTIK,KAUCUK SAN. VE TIC.",2013-08-30,1308305021614408 PAYMENT TO THE CONTRACT N 05 DD 29. 06. 2013 FOR EQUIPMENT.,USD,-130000,130000,98337.46,az
METASTAR INVEST LLP,F.I.R.FABBRICA ITALIANA RADIATORI S,2013-08-30,1308305030087068 INVOICE NO 130052-65/IC DD 26-28.03 .13 FOR ALUMINIUM RADIATORS,EUR,-115276,152393,115276,az
METASTAR INVEST LLP,IMEX MOTORS L.L.C,2013-08-30,1308305025249020 INVOICE NO 031410/121 DD 04.07.13 F OR EQUIPMENT,EUR,-115000,152028,115000,az
POLUX MANAGEMENT LP,AVROMED COMPANY,2013-08-30,1308305030613284 PAYMENT TO THE CONTRACT N 998 DD.05 .08 .2013 FOR MEDICAL DEVICES.,EUR,-109454.85,144697,109454.85,az
POLUX MANAGEMENT LP,AVROMED COMPANY,2013-08-30,1308305036312364 PAYMENT TO THE CONTRACT N 998 DD.05.08. 2013 FOR MEDICAL DEVICES.,EUR,-109454.85,144697,109454.85,az
HILUX SERVICES LP,DATEMILE ALLIANCE LLP,2013-08-30,1308305075708092 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013 FOR EQUIPMENT.,USD,-1e+05,100000,75644.2,az
POLUX MANAGEMENT LP,PAKPEN DIS TICARET A.S.,2013-08-30,1308305026107352 PAYMENT TO THE CONTRACT N 3 DD.01.0 7.2 013 FOR PLASTIC GOODS.,USD,-1e+05,100000,75644.2,az
HILUX SERVICES LP,POLUX MANAGEMENT LLP,2013-08-30,1308305074452908 PAYMENT TO THE CONTRACT N 12 DD 03.06.2 013 FOR EQUIPMENT.,USD,-80600,80600,60969.23,az
POLUX MANAGEMENT LP,AVROMED COMPANY,2013-08-30,1308305032707652 PAYMENT TO THE CONTRACT N 998 DD.05 .08 .2013 FOR MEDICAL DEVICES.,USD,-80444.15,80445,60851.33,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2013-08-30,invoice 12/31/201/01 dd 09.02.2013,EUR,-73710,97444,73710,az
METASTAR INVEST LLP,JETFIELD NETWORKS LIMITED,2013-08-30,invoice 12/31/201/01 dd 09.02.2013,EUR,-73010,96518,73010,az
METASTAR INVEST LLP,BSMAX LLP,2013-08-30,1308305075056816 INVOICE 01-6 DD 10.05.13,USD,-60180,60180,45522.68,az
POLUX MANAGEMENT LP,ISIK AHSAP PROFIL LOJISTIK SAN. VE,2013-08-30,1308305020091316 PAYMENT TO THE INVOICE N 130710 DD. 10. 07.2013 FOR WOOD MATERIALS.,EUR,-60000,79319,60000,az
POLUX MANAGEMENT LP,RIVERLANE LLP,2013-08-30,PAYMENT TO THE CONTRACT N 001 DD 06.06.2013 FOR CONSTRUC TION MATERIALS.,EUR,-39200,51822,39200,az
HILUX SERVICES LP,MAMMADOV RASIM,2013-08-30,1308305023513788 PAYMENT TO THE INVOICE N 02918 DD.2 8.0 8.2013 FOR SERVICES.,USD,-30320,30320,22935.32,az
POLUX MANAGEMENT LP,ENDOW,2013-08-30,1308305025907224 PAYMENT TO THE CONTRACT N 004 DD 04 .06 .2013 FOR CONSTRUCTION MATERIALS .,USD,-20000,20000,15128.84,az
POLUX MANAGEMENT LP,SOYTAS DIS TICARET LTD STI,2013-08-30,1308305022621464 PAYMENT TO THE CONTRACT N 422 DD.15 .06 .2013 FOR PLASTIC GOODS.,USD,-20000,20000,15128.84,az
METASTAR INVEST LLP,SC CAPITOL IMPEX SRL,2013-08-30,1308305031455456 INVOICE 1304 DD 25.04.2013 FOR FURN ITU RE,EUR,-18000,23796,18000,az
METASTAR INVEST LLP,BRUCE ABDOULAYE,2013-08-30,1308305022118484 PSK INTER PREMIYA,USD,-15780,15780,11936.65,az
METASTAR INVEST LLP,ANTON SPAARGAREN,2013-08-30,1308305036181376 CONTRACT NO 004 DD 06.06.2013 FOR E QUI PMENT.,EUR,-5000,6610,5000,az
METASTAR INVEST LLP,MR.ROGER P.,2013-08-30,1308305027506120 INVOICE NO 15548 DD 07.06.2012,USD,-2100,2100,1588.53,az
POLUX MANAGEMENT LP,WORLD OF TATA NAKA LTD,2013-08-30,1308305023440712 PAYMENT TO THE INVOICE N 2920 DD.01 .08 .2013 FOR TEXTILES.,GBP,-1510.5,2287,1729.68,az
METASTAR INVEST LLP,JUSTINA A.BEGAEL,2013-08-30,1308305020726120 INVOICE 0167 DD 23.08.13,USD,-1000,1000,756.44,az
Miss Aruna Dackeviciene,METASTAR INVEST LLP,2013-08-30,COMMISSION/FEE CREDIT,USD,24.44,25,18.49,az
AVROMED COMPANY,POLUX MANAGEMENT LP,2013-08-30,COMMISSION/FEE CREDIT,USD,42.4,43,32.07,az
Miss Aruna Dackeviciene,METASTAR INVEST LLP,2013-08-30,tagastus Ebaselge makse,GBP,5788,8762,6627.85,az
LOCA CAPITAL S A,METASTAR INVEST LLP,2013-08-30,1308295106200378 FOR THE CONFECTIONERY PRODUCTS BY THE C ONTRACT 109/58/2013,USD,10975.16,10976,8302.07,az
HILUX SERVICES LP,POLUX MANAGEMENT LP,2013-08-30,1308305074452908 PAYMENT TO THE CONTRACT N 12 DD 03.06.2 013 FOR EQUIPMENT.,USD,80600,80600,60969.23,az
EVERMAIR PROJECTS LP,METASTAR INVEST LLP,2013-08-30,1308305076997060 PAYMENT FOR ELECTRO DEVICE BY CNTR 76 D D 01.03.2013,USD,92228,92228,69765.13,az
AVROMED COMPANY,POLUX MANAGEMENT LP,2013-08-30,tagastus Kliendi korralduse alusel,EUR,109454.85,144697,109454.85,az
INFOCREST LLP,METASTAR INVEST LLP,2013-08-30,1308305074635676 INVOICE No 0369 DD 23.08.13,USD,2e+05,200000,151288.4,az
SOLIDSTAR WORLDWIDE LLP,METASTAR INVEST LLP,2013-08-30,1308305073703636 INVOICE 00004111/031/16 DD 17.04.2013,USD,248000,248000,187597.62,az
BSMAX LLP,METASTAR INVEST LLP,2013-08-30,1308295070516614 invoice n12 dd 12.03.2013,USD,250000,250000,189110.5,az
JETFIELD NETWORKS LIMITED,METASTAR INVEST LLP,2013-08-30,DOGOVOR ZAYMA,EUR,445490,588929,445490,az
BAKTELEKOM MMC,HILUX SERVICES LP,2013-08-30,"1308305103451884 CONTRACT N01 29.05.2013DANSKE BANK AS E STONIABRANCH TALLINN ETONIA  /FEE/USD58,5",USD,504341.5,504342,381505.09,az
BAKTELEKOM MMC,POLUX MANAGEMENT LP,2013-08-30,"1308305107945256 CONTRACT AZ/01/13 29.05.2013DANSKE BANK AS ESTONIABRANCH TALLINN ESTONIA  /FEE/USD58,5",USD,1401541.5,1401542,1060184.86,az
METASTAR INVEST LLP,KG COMMERCE LLP,2013-09-02,invoice 0103/2 dd 05.07.2013,EUR,-270000,356671,270000,az
METASTAR INVEST LLP,ADANA TRADE LLP,2013-09-02,1309025073754882 ZA METAL,USD,-215446,215446,163092.84,az
METASTAR INVEST LLP,OOO DREES + SOMMER,2013-09-02,1309025022600838 INVOICE N 059-11268 DD 31.07.2013,EUR,-147000,194188,147000,az
METASTAR INVEST LLP,GLASKUNST,2013-09-02,1309025035892422 Invoice-ro. 0017/0005/0013 DD 13.05.201 3,EUR,-1e+05,132101,1e+05,az
METASTAR INVEST LLP,BSMAX LLP,2013-09-02,INVOICE 01-6 DD 10.05.13,EUR,-80000,105681,80000,az
METASTAR INVEST LLP,PAKPEN DIS TICARET A.S.,2013-09-02,1309025026997418 INVOICE 70003986 DD 26.08.2013 FOR PIPE S AND FITTINGS,USD,-62230.73,62231,47108.72,az
METASTAR INVEST LLP,ARGON KIMYA SANAYI VE TICARET,2013-09-02,1309025028143490 INVOICE 02-021 DD 01.07.2013,USD,-59040,59040,44693.34,az
METASTAR INVEST LLP,"JIANGSU UNBEATABLE RADIATOR CO.,LTD",2013-09-02,1309025020568474 CONTRACT N00281 DD 02.06.2013 FOR R ADI ATORS,USD,-55000,55000,41635.06,az
METASTAR INVEST LLP,KIMPAS A.S.,2013-09-02,1309025025949186 INVOICE 62-01 DD 14.06.2013,USD,-48000,48000,36336.05,az
METASTAR INVEST LLP,GUNKEM GUNDUZ KIMYEVI MADDELER,2013-09-02,1309025028243682 INVOICE 02-001 DD 12.08.2012 FOR PA INT S,USD,-42749,42749,32361.04,az
METASTAR INVEST LLP,BOYSAN BOYA SAN.VE TIC.A.S.,2013-09-02,1309025021560578 INVOICE 031000-101 DD 05.07.2013 FO R P AINTS,USD,-30000,30000,22710.03,az
METASTAR INVEST LLP,KG COMMERCE LLP,2013-09-02,1309025071353782 invoice 0103/2 dd 05.07.2013,USD,-10030,10030,7592.72,az
METASTAR INVEST LLP,MULTIPLAN YALITIM SISTEMLERI SAN.,2013-09-02,1309025027662542 INVOICE 10.06.2013,USD,-8980,8980,6797.87,az
METASTAR INVEST LLP,Miss Aruna Dackeviciene,2013-09-02,"1309025025075634 2,144.00 One bedroom 3,644.00 3 bedroom",GBP,-5788,8977,6795.35,az
METASTAR INVEST LLP,SEL DIS TICARET VE KIMYA SANAYI,2013-09-02,1309025026143490 INVOICE 834-01 DD 12.05.2013 FOR PA INT S,EUR,-5686,7512,5686,az
METASTAR INVEST LLP,BURHANATIN UCAR,2013-09-02,1309025026410606 INVOICE 5541 DD 23.01.2013 QULIYEV. M,USD,-5320,5320,4027.25,az
METASTAR INVEST LLP,A.FUAD NAKLIYAT INS.CIMENTO SAN.TIC,2013-09-02,1309025024897482 INVOICE 4546 DD 13.12.12 FOR TEXTIL EQU IPMENT,USD,-5100,5100,3860.71,az
METASTAR INVEST LLP,SULEYMAN SAHIN,2013-09-02,1309025021827694 INVOICE 19.04.2009 QULIYEV MEHMAN B AYI LIK VE ALT DISTRIVUTORLUK,USD,-4850,4850,3671.45,az
EVERMAIR PROJECTS LP,METASTAR INVEST LLP,2013-09-02,1309025071441598 PAYMENT FOR ELECTRO DEVICE BY CNTR 76 D D 01.03.2013,USD,46077,46077,34880.34,az
