name,jurisdiction,type,name_norm
ARAS GLOBAL TIC. VE LOJ.TUR.LTD.STI,TR,Company,ARAS GLOBAL TICARET VE LOJISTIK TUR. LTD. STI
U.M.A.ARCHITEKTUR ZIVILTECHNIKER,AT,Company,U.M.A.ARCHITEKTUR ZIVILTECHNIKER
RESYSTA INTERNATIONAL GMBH,DE,Company,RESYSTA INTERNATIONAL GMBH
LLC UKRDOORS,UA,Company,LLC UKRDOORS
TREND GROUP SPA,IT,Company,TREND GROUP SPA
ALPPOMPA TEKNOLOJILERI SAN. VE TIC.,TR,Company,ALPPOMPA TEKNOLOJILERI SAN. VE TIC.
MASTER YAPI SIS.SAN.VE TIC.LTD.STI.,TR,Company,MASTER YAPI SIS.SAN.VE TIC.LTD.STI.
POINT S.L,ES,Company,POINT S.L
PETRO-CANADA EUROPE LUBRICANTS LIMI,GB,Company,PETRO-CANADA EUROPE LUBRICANTS LTD.
"OVERLAND CERAMICS CO.,LTD",HK,Company,"OVERLAND CERAMICS CO., LTD"
MEKAN DUZENLEME SAN.TIC.LTD.STI,TR,Company,MEKAN DUZENLEME SAN. TIC. LTD. STI
KOHLER PHARMA GMBH,DE,Company,KOHLER PHARMA GMBH
BERNHARD FORSTER GMBH,DE,Company,BERNHARD FORSTER GMBH
YELIZ AKGUN,TR,Person,YELIZ AKGUN
UNITED BROADCAST+MEDIA SOLUTIONS,AE,Company,UNITED BROADCAST+MEDIA SOLUTIONS
"BANO DISENO, S.L.",ES,Company,"BANO DISENO, S.L."
"REGAL FUR AND FASHION CO., LTD.",HK,Company,"REGAL FUR AND FASHION CO., LTD."
FOSHAN HARVEST ENTERPRISE LIMITED,CN,Company,FOSHAN HARVEST ENTERPRISE LIMITED
CHANGXING SHENGYAN IMPORT AND EXPO,CN,Company,CHANGXING SHENGYAN IMPORT AND EXPORT
LI XIAO WEI,,Person,LI XIAO WEI
"CHAOZHOU COCO SANITARY WARE CO.,LTD",HK,Company,"CHAOZHOU COCO SANITARY WARE CO., LTD"
CHRISTIAN DIOR COUTURE,FR,Company,CHRISTIAN DIOR COUTURE
OOO GEOWATT,KZ,Company,OOO GEOWATT
BRITISH STUDY CENTRES,GB,Company,BRITISH STUDY CENTRES
FAKRO SP Z.O.O.,PL,Company,FAKRO SP Z.O.O.
TAMSA FAYANS SERAMIK URETIM DAGITIM,TR,Company,TAMSA FAYANS SERAMIK URETIM DAGITIM SAN
TEREACH TRADING LLP,GB,Company,TEREACH TRADING LLP
NEW ZHONG YUAN CERAMICS IMPORT AND,CN,Company,NEW ZHONG YUAN CERAMICS IMPORT AND EXPORT
"SHANDONG WANDA BOTO TYRE CO.,LTD",CN,Company,"SHANDONG WANDA BOTO TYRE CO., LTD"
ANDROMED TIBBI CIHAZLAR VE SAGLIK,TR,Company,ANDROMED TIBBI CIHAZLAR VE SAGLIK
SSAB EMEA AB,SE,Company,SSAB EMEA AB
ISIK AHSAP PROFIL LOJISTIK SAN. VE,TR,Company,ISIK AHSAP PROFIL LOJISTIK SAN. VE
CHONGQING LONGFAR INDUSTRIAL CO.LTD,CN,Company,"CHONGQING LONGFAR INDUSTRIAL CO., LTD"
OAO GALAN,RU,Company,OAO GALAN
LEGNOBAGNO SRL,IT,Company,LEGNOBAGNO SRL
GROHE AG,DE,Company,GROHE AG
ALLIANZ TRAVEL,DE,Company,ALLIANZ TRAVEL
JOINT STOCT COMPANY SANATORIUM EGLE,LT,Company,JOINT STOCT COMPANY SANATORIUM EGLE
PORTAL EMPRESARIAL S.L.,ES,Company,PORTAL EMPRESARIAL S.L.
STAMPTONE SERVICES L.P.,GB,Company,STAMPTONE SERVICES L.P.
FONDAZIONE NOVAE TERRAE,IT,Company,FONDAZIONE NOVAE TERRAE
GRANISER IC VE DIS AS,TR,Company,GRANISER IC VE DIS AS
KAI YUAN TRADING CO LTD,CN,Company,KAI YUAN TRADING CO LIMITED
CEVIKLER TARM URUNLERI LTD.TI,TR,Company,CEVIKLER TARM URUNLERI LTD.TI
EUROTEX GROUP LTD,IN,Company,EUROTEX GROUP LTD
ZOLI ARREDAMENTI,IT,Person,ZOLI ARREDAMENTI
TAFTA S.N.C.,IT,Company,TAFTA S.N.C.
CVS HAVALANDIRMA SISTEMLERI SAN. VE,TR,Company,CVS HAVALANDIRMA SISTEMLERI SAN. VE
AL RHEA GENERAL TRADING LLC,AE,Company,AL RHEA GENERAL TRADING LLC
PEERMAN INVESTMENTS LIMITED PREMIER,GB,Company,PEERMAN INVESTMENTS LIMITED PREMIER
IZOCAM TICARET VE SANAYI A.S.,TR,Company,IZOCAM TICARET VE SANAYI A.S.
AL-HAMD AGRO FOOD PRODUCTS PVT.LTD,IN,Company,AL-HAMD AGRO FOOD PRODUCTS PVT.LTD
HOTEL BEATRIZ TOLEDO AUDITORIUM+SPA,ES,Company,HOTEL BEATRIZ TOLEDO AUDITORIUM+SPA
AK-47 S.R.L.,RO,Company,AK-47 S.R.L.
MARTINI SPA,IT,Company,MARTINI SPA
EMU GROUP SPA,IT,Company,EMU GROUP SPA
JATO S.P.A.,IT,Company,JATO S.P.A.
LA MURRINA SPA,IT,Company,LA MURRINA SPA
"TANCO HOLDING CO.,LTD",CN,Company,"TANCO HOLDING CO., LTD"
ARTE BROTTO MOBILI S.R.L.,IT,Company,Arte Brotto Mobili S.r.l.
REHAU LTD,GE,Company,REHAU LTD
TEKNOMAR MATBAA MALZEMELERI VE,TR,Company,TEKNOMAR MATBAA MALZEMELERI VE
CAMINA FEUERUNGSSYSTEME GMBH&CO.KG,DE,Company,CAMINA FEUERUNGSSYSTEME GMBH&CO.KG
CHELINI S.P.A.,IT,Company,CHELINI S.P.A.
SERGIY BURLAKIN,,Person,SERGIY BURLAKIN
"MATTER PITCH,THE RECEIVER",,Company,"MATTER PITCH, THE RECEIVER"
LUCE D INTERNI CERIANI S.A.S.,IT,Company,LUCE D INTERNI CERIANI S.A.S.
CANVAS INDUSTRY CORP.,,Company,CANVAS INDUSTRY CORP.
AKSA JENERATOR SANAYI A. S.,TR,Company,AKSA JENERATOR SANAYI A.S.
DEVECIOGLU METAL MADENI ESYA VE DAY,TR,Company,DEVECIOGLU METAL MADENI ESYA VE DAY
"THREEWAY STEEL CO., LTD",CN,Company,"THREEWAY STEEL CO., LTD"
"ZHONGSHAN ZHENGDE COMMERCIAL CO.,LT",CN,Company,"ZHONGSHAN ZHENGDE COMMERCIAL CO., LT"
HAINING SHANGSHENG TEXTILE FOREIGN,CN,Company,HAINING SHANGSHENG TEXTILE FOREIGN
NEVZAT KANTAR,TR,Person,NEVZAT KANTAR
POR METAL URUNLERI INSHAAT TUR. SAN,TR,Company,POR METAL URUNLERI INSAAT TURIZM
ECE BANYO,TR,Company,ECE BANYO
Bosch Termoteknik Isitma ve Klima,TR,Company,BOSCH TERMOTEKNIK ISITMA VE KLIMA
NUR ELEKTRIK,TR,Company,NUR ELEKTRIK
BZ INSAAT MALZEMELERI SAN. VE TIC.,TR,Company,BZ INSAAT MALZEMELERI SAN. VE TIC.
HANGZHOU YONGZE IMPORT AND EXPORT,CN,Company,HANGZHOU YONGZE IMPORT AND EXPORT
PATYO MIMARLIK INSAAT NAKLIYE LTD.,TR,Company,PATYO MIMARLIK INSAAT NAKLIYE LTD.
ENSAN KALIP MAKINE SANAYI TICARET,TR,Company,ENSAN KALIP MAKINE SANAYI TICARET
VATAN PLASTIK SAN. VE TIC. A.S.,TR,Company,VATAN PLASTIK SAN. VE TIC. A.S.
STYL FRIGO S.N.C.DI MANIAS GIORGIO,IT,Company,STYL FRIGO S.N.C.DI MANIAS GIORGIO
INN7726576968,RU,Company,INN7726576968
AGRO-TECHNIC LLC,US,Company,AGRO-TECHNIC LLC
AZELIS TR KIMYA ENDUSTRISI URUN ITH,TR,Company,AZELIS TR KIMYA ENDUSTRISI URUN ITH
Altintas Isi Ith.Ihr.Mad.Ins.San.,TR,Company,ALTINTAS ISI ITH.IHR.MAD.INS.SAN.
HANWHA CHEMICAL,,Company,HANWHA CHEMICAL
AGRUPACION GUERRERO S.L,ES,Company,AGRUPACION GUERRERO S.L
B-C-S BERNARD CERVOS SOCIETE,FR,Company,B-C-S BERNARD CERVOS SOCIETE
SUNSTAR EUROPE S.A.,CH,Company,SUNSTAR EUROPE S.A.
WERNER GRUNERT GMBH,DE,Company,WERNER GRUNERT GMBH
PS KFZ VERTRIED GMBH,DE,Company,PS KFZ-VERTRIEB GMBH
EUROLUX LIMITED,,Company,EUROLUX LIMITED
DORTDIVAN CERCEVE + MACUN SAN. TIC.,TR,Company,DORTDIVAN CERCEVE + MACUN SAN. TIC.
MAKSGRUP PLASTIK SAGLIK,TR,Company,MAKSGRUP PLASTIK SAGLIK GERECLERI
ZHABOROVSKA MARGARYTA,,Person,ZHABOROVSKA MARGARYTA
OOO PAPIRLEND PLYUS,UA,Company,OOO PAPIRLEND PLYUS
SANDRO BRUSCHI,IT,Person,SANDRO BRUSCHI
ACA CRANES GMBH,DE,Company,ACA CRANES GMBH
PARASOL ENTERPRISES CORP,PA,Company,PARASOL ENTERPRISES CORP
NOVELLO S.R.L.,IT,Company,NOVELLO S.R.L.
EMAKS MOBILYA AKSESUARLARI ITH. IHR,TR,Company,EMAKS MOBILYA AKSESUARLARI ITH. IHR
ZHEJIANG STYLE FURNITURE CO LTD,CN,Company,ZHEJIANG STYLE FURNITURE CO LTD
CVS HAVALANDIRMA SISTEMLERI SAN.,TR,Company,CVS HAVALANDIRMA SISTEMLERI SAN. VE
FC USSR LTD,GB,Company,FC USSR LTD
MARTINI GROUP,IT,Company,MARTINI SPA
000 DREES + SOMMER,RU,Company,OOO DREES + SOMMER
POINT S.L.,ES,Company,POINT S.L
"LOYAL GROUP TRADING CO.,LTD",CN,Company,"LOYAL GROUP TRADING CO., LTD"
MUNEVVER SAHUD,TR,Person,MUNEVVER SAHUD
LIVING CONSULTING GROUP AB,SE,Company,LIVING CONSULTING GROUP AB
"ALI SAID LLC,",AZ,Company,"ALI SAID LLC, "
DESSO B.V.,NL,Company,DESSO B.V.
DEDON GMBH,DE,Company,DEDON GMBH
NORBERT HENRICH,DE,Person,NORBERT HENRICH
POLISPORTIVA DILETTANTISTICA LENTIG,IT,Company,POLISPORTIVA DILETTANTISTICA LENTIG
ZUMBOTEL LIGHTING GMBH,AT,Company,ZUMTOBEL LIGHTING GMBH
COSMODERM REICHERT GMBH,DE,Company,COSMODERM REICHERT GMBH
SONEPAR OSTERREICH GMBH,AT,Company,SONEPAR OSTERREICH GMBH
OCOO BISTAR,KG,Company,OCOO BISTAR
FABRIKA BAKARNIH CEVI AD MAJDANPEK,RS,Company,FABRIKA BAKARNIH CEVI AD MAJDANPEK
CETIN MUHENDISLIK LTD STI.,TR,Company,CETIN MUHENDISLIK LTD. STI.
RUCKER GMBH,DE,Company,RUCKER GMBH
STAUNCHEST GENERAL TRADING LLC,AE,Company,STAUNCHEST GENERAL TRADING LLC
EAST SEA TRADE CO S.A,PA,Company,EAST SEA TRADE CO S.A
GERMACAR UDINE S.P.A,IT,Company,GERMACAR UDINE S.P.A
ROMERSTAL INC.,,Company,ROMERSTAL INC.
SANTANA TRADE LTD.,VG,Company,SANTANA TRADE LTD.
STOP4WHOLESALE,US,Company,STOP4WHOLESALE
MANSUR TASTIKI,TR,Person,MANSUR TASTIKI
SHANDONG ZHONGKAI MACHINERY &,CN,Company,SHANDONG ZHONGKAI MACHINERY
MIS IMPLANT TECHNOLOGIES LTD,IN,Company,MIS IMPLANT TECHNOLOGIES LTD
DYO MATBAA MUREKKEBLERI SANAYI VE,TR,Company,DYO MATBAA MUREKKEBLERI SANAYI VE
PILSAN DIS TICARET LTD.STI.,TR,Company,PILSAN DIS TICARET LTD. STI.
CHARLES MICHAEL BROCKERT/PAN UNITED,US,Company,CHARLES MICHAEL BROCKERT/PAN UNITED
HOWDEN BC COMPRESSORS,FR,Company,HOWDEN BC COMPRESSORS
Wohler Messgeräte Kehrgeräte GmbH,DE,Company,Wohler Messgeräte Kehrgeräte GmbH
CNL UNIVERSAL LLP,GB,Company,CNL UNIVERSAL LLP
ERGINO ELEKTRIK VE AYDINLATMA,TR,Company,ERGINO ELEKTRIK VE AYDINLATMA SAN
FACTIS S.A. S.P.A.,ES,Company,FACTIS S.A. S.P.A.
VALTORIYA FZCO,AE,Company,VALTORIYA FZCO
EDMOND JAKUPI 27.12.1986,CZ,Person,EDMOND JAKUPI 27.12.1986
WINETIP SRL,IT,Company,WINETIP SRL
IFTIKHAR QASIM,GB,Person,IFTIKHAR QASIM
MUHAMMET GENC,DE,Person,MUHAMMET GENC
WORLDFIX,NL,Company,WORLDFIX
FILIZ FZE,AE,Company,FILIZ FZE
ZHONG SHAN YUE LIANG ECONOMY AND,CN,Company,ZHONG SHAN YUE LIANG ECONOMY AND
HEILONGJIANG LAIKEDA IMPORT AND EXP,"CN
",Company,HEILONGJIANG LAIKEDA IMPORT AND EXPORT
ENVIRONICS OY.,FI,Company,ENVIRONICS OY.
"COMPLETE PHARMA CO.,LTD",TH,Company,"COMPLETE PHARMA CO., LTD"
ILGAR RZAYEV,CH,Person,ILGAR RZAYEV
ENRICO COLOMBO,IT,Person,ENRICO COLOMBO
DR EMIN GULIYEV,GB,Person,DR EMIN GULIYEV
GALION SYSTEMS CORP,,Company,GALION SYSTEMS CORP
IMCD TIC.PAZ VE DAN.LTD. STI,TR,Company,IMCD TICARET PAZARLAMA VE DANISMA LTD. STI
O+O SRL,IT,Company,O AND O S.R.L.
"CAFULONG APPLIANCE CO.,LIMITED",HK,Company,"CAFULONG APPLIANCE CO., LIMITED"
NINGBO FEIJIADA HOUSEHOLD APPLIANC,CN,Company,NINGBO FEIJIADA HOUSEHOLD APPLIANC
YAPAS YAPI URUNLERI TIC. SAN AS,TR,Company,YAPAS YAPI URUNLERI TIC. SAN AS
"HONGKONG SINOMASH CO.,LIMITED",HK,Company,"HONGKONG SINOMASH CO., LIMITED"
CAGIN MUHENDISLIK INS.OTO.SAN.TIC.,TR,Company,CAGIN MUHENDISLIK INS.OTO.SAN.TIC.
"GO OCEAN TRAVEL+MARKETING CO.,LTD",KR,Company,"GO OCEAN TRAVEL+MARKETING CO., LTD"
GUNKEM GUNGUZ KIMYEVI MADDELER,TR,Company,GUNKEM GUNGUZ KIMYEVI MADDELER
NEMA KIMYA AS,TR,Company,NEMA KIMYA AS
PAO EVRAZ-DMZ IM.PETROVSKOGO,UA,Company,PAO EVRAZ-DMZ IM.PETROVSKOGO
OZYER A.S.,TR,Company,OZYER A.S.
"CHANGYI LEIXIANG TEXTILES CO.,LTD",CN,Company,"CHANGYI LEIXIANG TEXTILES CO., LTD"
ELECTEC INTERNATIONAL (HONGKONG),HK,Company,ELECTEC INTERNATIONAL (HONGKONG)
NORDIC LIMITED S.A.,PA,Company,NORDIC LIMITED S.A.
KO TAI WON,,Person,KO TAI WON
MR.ROGER P.,,Person,MR.ROGER P.
BELLEWAY TRADING LIMITED,,Company,BELLEWAY TRADING LIMITED
LURCO GENERAL TRADING CO LLC,,Company,LURCO GENERAL TRADING CO LLC
DORTDIVAN CERCEVE + MACUN SAN.,TR,Company,DORTDIVAN CERCEVE + MACUN SAN. TIC.
CKC CORPORATION,US,Company,CKC CORPORATION
WACKER CHEMIE AG,DE,Company,WACKER CHEMIE AG
GEOFERROMETAL LTD,GE,Company,GEOFERROMETAL LTD
CMG MAKINA YAPI SAN VE TIC LTD STI,TR,Company,CMG MAKINA YAPI SAN VE TIC LTD STI
INN048073601,RU,Company,INN048073601
SAHIN ZAYIL GENERAL TRADING (L.L.C),AE,Company,SAHIN ZAYIL GENERAL TRADING LLC
NIZHNESERGINSKIY MMZ,RU,Company,NIZHNESERGINSKIY MMZ
GUNGOR PLASTIK URUNLERI SAN.VE TIC,TR,Company,GUNGOR PLASTIK URUNLERI SAN.VE TIC
MOON KYOUNGMI,,Person,MOON KYOUNGMI
CHEUNG CHUNG MING,,Person,CHEUNG CHUNG MING
Auto1000 GmbH,DE,Company,Auto1000 GmbH
"JSC EVRAZ NTMK,",RU,Company,JSC EVRAZ NTMK
MERCEDES-BENZ VG GMBH,DE,Company,MERCEDES-BENZ VG GMBH
XTREME MOTORCYCLE OF CAMBRIDGE,US,Company,"XTREME MOTORCYCLE OUTLET, LLC"
KAMRAN ABDULLAYEV,,Person,ABDULLAYEV MARIF KAMRAN
IMMERGAS S.P.A.,IT,Company,IMMERGAS S.P.A.
HK STAVROPOL TRADE COMPANY LIMITED,HK,Company,HK STAVROPOL TRADE COMPANY LIMITED
JSC EVRAZ ZSMK,RU,Company,JSC EVRAZ ZSMK
ALIMIRZOYEV ADIL,,Person,ALIMIRZOYEV ADIL
AGIL SHIKHALIYEV,AZ,Person,AGIL SHIKHALIYEV
JUTA GRECNEVA,LV,Person,JUTA GRECNEVA
TRADE HOUSE TMK,RU,Company,TRADE HOUSE TMK
D.E.MEIJERS,NL,Person,D.E.MEIJERS
CHONGQING LIFAN,CN,Company,CHONGQING LIFAN INDUSTRY
SAMIR RAJABOV,AT,Person,SAMIR RAJABOV
RAFAEL ANGEL QUIROS MORA,,Person,RAFAEL ANGEL QUIROS MORA
KOBER LTD,RO,Company,KOBER LTD
MITAN MINERALOL GMBH,DE,Company,MITAN MINERALOL GMBH
OOO TORQOVIY DOM MOSKOVSKIE OBOY,RU,Company,OOO TORQOVIY DOM MOSKOVSKIE OBOY
OSWELT TURKEY DIS.TIC.LTD.STI.,TR,Company,OSWELT TURKEY DIS.TIC.LTD.STI.
SEPE NATURAL ORGANIK URUNLER SANAYI,TR,Company,SEPE NATURAL ORGANIK URUNLER SANAYI
TEKNOS SP. Z.O.O.,PL,Company,TEKNOS SP. Z.O.O.
MULTIWYN EXPORTS LIMITED,IN,Company,MULTIWYN EXPORTS LIMITED
SONG JU YOUNG,,Person,SONG JU YOUNG
SEYHAN YILAN GURAK,TR,Person,SEYHAN YILAN GURAK
"DRG INTERNATIONAL,INC",US,Company,"DRG INTERNATIONAL, INC"
Mrs Jamila Huseynbayli,GB,Person,Mrs Jamila Huseynbayli
PAKARD LP,GB,Company,PAKART LP
INN7601001675,RU,Company,INN7601001675
DECORATIVE AND PROTECTIVE COATINGS,AU,Company,DECORATIVE AND PROTECTIVE COATINGS
SELKOC ISITMA SOGUTMA VE OTOMASYON,TR,Company,SELKOC ISITMA SOGUTMA VE OTOMASYON
R.U.E.GOMEL DISTILLERY,BY,Company,R.U.E.GOMEL DISTILLERY
COLOROBBIA ESPANA S.A.,ES,Company,COLOROBBIA ESPANA S.A.
BUDIN AKARCA MUREKKEB VE BOYA SAN,TR,Company,BUDIN AKARCA MUREKKEB VE BOYA SAN
"CHONGQING JORCEN IMP+EXP.CO.,LTD",,Company,"CHONGQING JORCEN IMP+EXP.CO., LTD"
CHAS.BOGGINI CO.,US,Company,CHAS.BOGGINI CO.
OOO TD FERROSPLAV STANDART,RU,Company,OOO TD FERROSPLAV STANDART
ENERTECH GMBH,DE,Company,Enertech GmbH
AGRO WEST LLC,AZ,Company,AGRO WEST LLC / AQRO-VEST MMM
CRD GmbH & Co.KG,DE,Company,CRD GmbH & Co.KG
"PRONEO SPORTS,S.C.P.",ES,Company,"PRONEO SPORTS, S.C.P."
"MANHATTAN LANGUAGE TRAINING, INC.",US,Company,"MANHATTAN LANGUAGE TRAINING, INC."
HONGKONG JAFZA SANITARY WARE INDUST,HK,Company,HONGKONG JAFZA SANITARY WARE
"THE GREAT WALL GROUP HOLDING CO.,LT",CN,Company,"THE GREAT WALL GROUP HOLDING CO., LT"
EXCLUSIVE WATCHES,NL,Company,EXCLUSIVE WATCHES
EXPEDITORS INTERNATIONAL E.I.,CH,Company,EXPEDITORS INTERNATIONAL SWITZERLAND
KT EXCLUSIVE GMBH,DE,Company,KT EXCLUSIVE GMBH
KIM DEOKHEE,,Person,KIM DEOKHEE
L.L EBECILIO,NL,Company,L.L EBECILIO
LINGUA NOVA AG,CH,Company,LINGUA NOVA AG
INGITRADE LTD,HK,Company,INGITRADE LTD
DORTEL OTOMOTIV SAN.PAZ. VE TIC.LTD,TR,Company,DORTEL OTOMOTIV SAN.PAZ. VE TIC.LTD
ELEKS DIS TICARET A.S.,TR,Company,ELEKS DIS TICARET A.S.
NOTA ISI VE YAPI SISTEMLERI SAN.TIC,TR,Company,NOTA ISI VE YAPI SISTEMLERI SANAYI TIC
DURAN GMBH,DE,Company,DURAN GMBH
INCI AKU SAN.VE TIC. A.S.,TR,Company,INCI AKU SAN. VE TIC. A.S.
"NINGBO TAISHEN INT L LOGISTICS CO.,",CN,Company,"NINGBO TAISHEN INT L LOGISTICS CO., "
YUSUF ILKENTAPAR,TR,Person,YUSUF ILKENTAPAR
CHINA NINGBO INTERNATIONAL,CN,Company,CHINA NINGBO INTERNATIONAL
SENBAY MAKINA SANAYI TIC.LTD.STI,TR,Company,SENBAY MAKINA SANAYI TIC.LTD.STI
MIROTEL R+S,UA,Company,MIROTEL R+S
BEWHHART LTD,GB,Company,BEWHHART LTD
INN2626008088,RU,Company,INN2626008088
CNC MACHINERY CORPORATION LIMITED,HK,Company,CNC MACHINERY CORPORATION LIMITED
AQRO-VEST MMM,AZ,Company,AGRO WEST LLC / AQRO-VEST MMM
3M (EAST) AG,CH,Company,3M EAST AG
CETIN MUHENDISLIK LTD.STI.,TR,Company,CETIN MUHENDISLIK LTD. STI.
TIMUR SAMSUTDINOV,CZ,Person,TIMUR SAMSUTDINOV
PALAZZETTI,,Company,PALAZZETTI
PRESTIGE CAPITAL PROPERTIES LTD,GB,Company,PRESTIGE CAPITAL PROPERTIES LTD
INFOGROUP LIMITED,,Company,INFOGROUP LIMITED
GLOBAL INT.INS.MOB. VE AYD.SIST.SAN,TR,Company,GLOBAL INT.INS.MOB. VE AYD.SIST.SAN
OZTEK TEKSTIL TERBIYE TESISLERI SAN,TR,Company,OZTEK TEKSTIL TERBIYE TESISLERI SAN
SEKISUI SPECIALTY CHEMICALS EUROPE,ES,Company,SEKISUI SPECIALTY CHEMICALS EUROPE
BIG BEAR ENTERPRISE (HK) LIMITED,HK,Company,BIG BEAR ENTERPRISE (HK) LIMITED
THE FRIESIAN AGRO CONSULTANCY B.V.,NL,Company,THE FRIESIAN AGRO CONSULTANCY B.V.
EUROASIAN EXPRESS LTD,GE,Company,EUROASIAN EXPRESS LTD
CLYDY LTD,GB,Company,CLYDY LTD
NESLIHAN DIKILITAS,TR,Person,NESLIHAN DIKILITAS
SCANDERRA GMBH,CH,Company,SCANDERRA GMBH
"SHANDONG SANTAI RUBBER CO., LTD",CN,Company,"SHANDONG SANTAI RUBBER CO., LTD"
RUSSIAN MINING-METALLURGICAL,RU,Company,RUSSIAN MINING-METALLURGICAL
AB STUMBRAS,LT,Company,AB STUMBRAS
MAJOR AUTOMOTIVE GROUP INC,US,Company,MAJOR AUTOMOTIVE GROUP INC.
BIOMEDICARE PVTLTD.,IN,Company,BIOMEDICARE PVTLTD.
HARNAK GIDA TARIM URUNLERI TASIMACI,TR,Company,HARNAK GIDA TARIM URUNLERI TASIMACI
GS GLOBAL CORP.,US,Company,GS GLOBAL CORP.
WISE HOLDING LIMITED,MT,Company,WISE HOLDING LIMITED
RAAB BERNHARD,DE,Person,BERNHARD RAAB
THIERRY MUGLER SAS,FR,Company,THIERRY MUGLER SAS
BELLERBYS EDUCATION SERVICES UK LTD,GB,Company,BELLERBYS EDUCATION SERVICES UK LTD
MR F SETI,GB,Person,MR F SETI
HKS YAPISAL URUNLER SAN.TIC.LTD.STI,TR,Company,HKS YAPISAL URUNLER SAN.TIC.LTD.STI
BASF SE,DE,Company,BASF SE
F.BUCHELER GMBH & CO.KG,DE,Company,F.BUCHELER GMBH & CO.KG
SHANTOU VERTEX FURNITURE+DECORATION,CN,Company,SHANTOU VERTEX FURNITURE+DECORATION
Mehmet Batuhan YILDIRIM,,Person,Mehmet Batuhan YILDIRIM
REVI-FUR INDUSTRIALAND TRADE,HK,Company,REVI-FUR INDUSTRIALAND TRADE
WORLD MEDICINE KOLL. STI,TR,Company,WORLD MEDICINE KOLL. STI
"ST.CARNIVAL INTERNATIONAL CO., LIMI",HK,Company,"ST.CARNIVAL INTERNATIONAL CO., LIMI"
PETALS LASTIK SAN. VE TIC. A.S.,TR,Company,PETALS LASTIK SAN. VE TIC. A.S.
KUTLUBEY HARITA INSAAT MUHENDISLIK,TR,Company,KUTLUBEY HARITA INSAAT MUHENDISLIK
EVRURUK EKSPORT IMPORT NAMIK MUSTAF,TR,Company,EVRURUK EKSPORT IMPORT NAMIK MUSTAF
ACMISGROUP,BE,Company,ACMISGROUP
"TENG YING TRADE CO.,LIMITED",CN,Company,"TENG YING TRADE CO., LIMITED"
PARATEK EV GERECLERI SAN VE TIC LTD,TR,Company,PARATEK EV GERECLERI SAN VE TIC LTD
"YONGKANG KINON IMP + EXP CO.,LTD",CN,Company,"YONGKANG KINON IMP + EXP CO., LTD"
INTERNATIONAL WORLDGATE COMPANY,HK,Company,INTERNATIONAL WORLDGATE COMPANY
S.C.SCULPTORUL S.R.L.,RO,Company,S.C.SCULPTORUL S.R.L.
BAYMAK MAKINA SAN VE TIC. A S,TR,Company,BAYMAK MAKINA SAN VE TIC. A S
L + G LTD,GE,Company,L+G LTD
YONTAR KALIP MAKINA VE INS.SAN.TIC.,TR,Company,YONTAR KALIP MAKINA VE INS. SAN. TIC.
MEKAN DUZENLEME SAN.TIC. LTD.,TR,Company,MEKAN DUZENLEME SAN. TIC. LTD. STI
"YIWU HENG YUE IMPORT+EXPORT CO.,LTD",CN,Company,"YIWU HENG YUE IMPORT+EXPORT CO., LTD"
TANG VONG CHHEANG TANG KIN CHHAY,,Company,TANG VONG CHHEANG TANG KIN CHHAY
JUREN D.O.O.,HR,Company,JUREN D.O.O.
SORHEA,FR,Company,SORHEA
AUTO CENTER BUGDACI GMBH,DE,Company,AUTO CENTER BUGDACI GMBH
ZIFAM PINNACLE PTY LTD,AU,Company,ZIFAM PINNACLE PTY LTD
JC LOGISTICS SERVICE LTD,HK,Company,JC LOGISTICS SERVICE LTD
LORETO SPECIALTY FOODS S.L.,ES,Company,LORETO SPECIALTY FOODS S.L.
S+H BAUBETREUUNGS GMBH,DE,Company,S+H BAUBETREUUNGS GMBH
ARTUEM DAVIDOV,UA,Person,ARTUEM DAVIDOV
PAN UNITED DEVELOPMENT,SG,Company,PAN UNITED DEVELOPMENT
IRADA RAMADANOVA,GB,Person,IRADA RAMADANOVA
"XIAMEN FIT IMPORT AND EXPORT CO.,",CN,Company,"XIAMEN FIT IMPORT AND EXPORT CO., "
GIMTEKS MAKINA SANAYI VE TICARET AS,TR,Company,GIMTEKS MAKINA SANAYI VE TICARET AS
ALDORA HALI IC VE DIS TIC. LTD.STI.,TR,Company,ALDORA HALI IC VE DIS TIC. LTD.STI.
SHISHPAL SINGH,,Person,SHISHPAL SINGH
PEKPAN INS.TAAH.TUR.SAN.VE TIC.LTD,TR,Company,PEKPAN INS.TAAH.TUR.SAN VE TIC.LTD
SAHIBTAJ ZEYNALLI,TR,Person,SAHIBTAJ ZEYNALLI
JABS INTERNATIONAL PRIVATE LIMITED,IN,Company,JABS INTERNATIONAL PRIVATE LIMITED
PPH CERKAMED,PL,Company,P.P.H. CERKAMED
"INNOVATIVE MATERIAL AND DEVICES,INC",US,Company,"INNOVATIVE MATERIAL AND DEVICES, INC"
F.I.R.FABBRICA ITALIANA RADIATORI S,IT,Company,F.I.R. FABBRICA ITALIANA RADIATORI S.R.L.
MAMMADOV RASIM,,Person,RASIM MAMMADOV
BRUCE ABDOULAYE,FR,Person,BRUCE ABDOULAYE
WORLD OF TATA NAKA LTD,GB,Company,WORLD OF TATA NAKA LTD
OOO DREES + SOMMER,RU,Company,OOO DREES + SOMMER
